Pipeline Cycles|Pipeline Sum Thread Cycles|Pipeline Time|CPU Time|CPU Join Time|CPU ExpOp Time|GPU Probe Time|CPU/GPU Time|Pre Filter Tuples|Filtered Tuples|Pre Join Tuples|Pos Join Tuples|CPUBloomFilter|FilterSize|Slowdown|CPUMorselSize|GPUMorselSize|Selectivity|Streams|TuplesGpuProbe|TuplesGpuConsume
2.43893e+10|2.42661e+11|7.36391|4.66212e+09|2.25509e+11|0|1.91137e+10|2.37584e+11|1073741824|483398272|483398272|483183744|1|536870912|0|16384|16777216|45|16|1058231637|1058231637
2.76177e+10|2.76019e+11|8.33868|5.04906e+10|2.51051e+11|0|4.73421e+09|2.24908e+11|1073741824|537061888|537061888|536870912|1|536870912|0|16384|16777216|50|1|908563797|908563797
2.66996e+10|2.66739e+11|8.06148|1.41936e+09|2.48734e+11|0|5.61675e+09|2.64975e+11|1073741824|537061888|537061888|536870912|1|536870912|0|16384|16777216|50|2|1069634901|1069634901
2.67152e+10|2.66754e+11|8.06619|2.41665e+09|2.48627e+11|0|6.34118e+09|2.63979e+11|1073741824|537061888|537061888|536870912|1|536870912|0|16384|16777216|50|4|1066631168|1066631168
2.67861e+10|2.67307e+11|8.08759|3.36936e+09|2.4906e+11|0|7.48853e+09|2.63568e+11|1073741824|537061888|537061888|536870912|1|536870912|0|16384|16777216|50|6|1063512746|1063512746
2.67571e+10|2.66874e+11|8.07884|4.31106e+09|2.48511e+11|0|9.05964e+09|2.62188e+11|1073741824|537061888|537061888|536870912|1|536870912|0|16384|16777216|50|8|1060421632|1060421632
2.68531e+10|2.67287e+11|8.10782|4.75468e+09|2.48791e+11|0|1.89006e+10|2.62109e+11|1073741824|537061888|537061888|536870912|1|536870912|0|16384|16777216|50|16|1059394901|1059394901
3.02842e+10|3.02677e+11|9.14377|5.11494e+10|2.76166e+11|0|4.79842e+09|2.50372e+11|1073741824|590733184|590733184|590557952|1|536870912|0|16384|16777216|55|1|919262549|919262549
2.93389e+10|2.9314e+11|8.85836|1.40403e+09|2.73728e+11|0|5.787e+09|2.91397e+11|1073741824|590733184|590733184|590557952|1|536870912|0|16384|16777216|55|2|1069978965|1069978965
2.94075e+10|2.93673e+11|8.87908|2.42369e+09|2.74292e+11|0|6.3513e+09|2.90893e+11|1073741824|590733184|590733184|590557952|1|536870912|0|16384|16777216|55|4|1067139072|1067139072
2.934e+10|2.92881e+11|8.8587|3.38595e+09|2.73322e+11|0|7.50375e+09|2.89123e+11|1073741824|590733184|590733184|590557952|1|536870912|0|16384|16777216|55|6|1064282794|1064282794
2.94257e+10|2.93644e+11|8.88457|4.3091e+09|2.7387e+11|0|9.17527e+09|2.88961e+11|1073741824|590733184|590733184|590557952|1|536870912|0|16384|16777216|55|8|1061459285|1061459285
2.9595e+10|2.94716e+11|8.93568|4.66956e+09|2.74839e+11|0|1.88501e+10|2.89634e+11|1073741824|590733184|590733184|590557952|1|536870912|0|16384|16777216|55|16|1060749312|1060749312
3.28591e+10|3.28442e+11|9.92123|5.27984e+10|3.01444e+11|0|4.88816e+09|2.75027e+11|1073741824|644399360|644399360|644244992|1|536870912|0|16384|16777216|60|1|926012757|926012757
3.20548e+10|3.20328e+11|9.67839|1.43511e+09|2.99748e+11|0|5.72838e+09|3.1855e+11|1073741824|644399360|644399360|644244992|1|536870912|0|16384|16777216|60|2|1070306645|1070306645
3.20228e+10|3.19817e+11|9.66872|2.39274e+09|2.99083e+11|0|6.35789e+09|3.17072e+11|1073741824|644399360|644399360|644244992|1|536870912|0|16384|16777216|60|4|1067592362|1067592362
3.19121e+10|3.18563e+11|9.6353|3.39597e+09|2.97787e+11|0|7.52658e+09|3.14799e+11|1073741824|644399360|644399360|644244992|1|536870912|0|16384|16777216|60|6|1064861696|1064861696
3.19619e+10|3.18924e+11|9.65033|4.34566e+09|2.98034e+11|0|9.20016e+09|3.14196e+11|1073741824|644399360|644399360|644244992|1|536870912|0|16384|16777216|60|8|1062185642|1062185642
3.22136e+10|3.2095e+11|9.72632|4.66246e+09|2.99934e+11|0|1.87577e+10|3.15876e+11|1073741824|644399360|644399360|644244992|1|536870912|0|16384|16777216|60|16|1061513898|1061513898
3.56619e+10|3.56452e+11|10.7675|5.336e+10|3.2774e+11|0|4.94737e+09|3.01915e+11|1073741824|698068480|698068480|697932160|1|536870912|0|16384|16777216|65|1|934832810|934832810
3.45884e+10|3.45641e+11|10.4434|1.42946e+09|3.23757e+11|0|5.71885e+09|3.43871e+11|1073741824|698068480|698068480|697932160|1|536870912|0|16384|16777216|65|2|1070699861|1070699861
3.46656e+10|3.46257e+11|10.4667|2.42832e+09|3.24387e+11|0|6.3717e+09|3.43472e+11|1073741824|698068480|698068480|697932160|1|536870912|0|16384|16777216|65|4|1067799893|1067799893
3.46911e+10|3.46354e+11|10.4744|3.36129e+09|3.24358e+11|0|7.58803e+09|3.42629e+11|1073741824|698068480|698068480|697932160|1|536870912|0|16384|16777216|65|6|1065467904|1065467904
3.46727e+10|3.46028e+11|10.4688|4.40287e+09|3.23864e+11|0|9.18974e+09|3.41244e+11|1073741824|698068480|698068480|697932160|1|536870912|0|16384|16777216|65|8|1062939306|1062939306
3.46952e+10|3.4571e+11|10.4756|4.64536e+09|3.23467e+11|0|1.86812e+10|3.40656e+11|1073741824|698068480|698068480|697932160|1|536870912|0|16384|16777216|65|16|1062496938|1062496938
3.79127e+10|3.78967e+11|11.4471|5.4354e+10|3.49697e+11|0|4.9867e+09|3.23506e+11|1073741824|751738112|751738112|751619200|1|536870912|0|16384|16777216|70|1|939403946|939403946
3.73545e+10|3.73287e+11|11.2785|1.41642e+09|3.50202e+11|0|5.71334e+09|3.71531e+11|1073741824|751738112|751738112|751619200|1|536870912|0|16384|16777216|70|2|1070727168|1070727168
3.75565e+10|3.75159e+11|11.3395|2.43654e+09|3.51882e+11|0|6.35264e+09|3.72367e+11|1073741824|751738112|751738112|751619200|1|536870912|0|16384|16777216|70|4|1068602709|1068602709
3.74095e+10|3.73549e+11|11.2951|3.36893e+09|3.50214e+11|0|7.5553e+09|3.6982e+11|1073741824|751738112|751738112|751619200|1|536870912|0|16384|16777216|70|6|1066052266|1066052266
3.75994e+10|3.75343e+11|11.3525|4.31903e+09|3.51954e+11|0|9.15561e+09|3.70652e+11|1073741824|751738112|751738112|751619200|1|536870912|0|16384|16777216|70|8|1063796736|1063796736
3.7608e+10|3.74841e+11|11.3551|4.74318e+09|3.51398e+11|0|1.85951e+10|3.6968e+11|1073741824|751738112|751738112|751619200|1|536870912|0|16384|16777216|70|16|1062868309|1062868309
